id_alumno,Carrera/Titulo,plan_nombre,año_ingreso,egresado de,porcentaje_avance,cant_aprobadas,promedio_con_aplazo,promedio_sin_aplazo,cnt_materias,año_reinsc,cant_equiv,sexo,cant_hijos,situacion_padre,situacion_madre,tipo_vivienda,loc_per_lect,loc_origen,costeo_familiar,costeo_social,costeo_trabajo,costeo_beca,costeo_otro,trabajo_hace,trabajo_existe,trabajo_ocupacion,horas_sem,trabajo_carrera,trabajo_descripcion,mot_vocacion,mot_sugerencia_familiar,mot_reconocimiento_social,mot_insercion_laboral,mot_perfil_profesional,mot_mejora_economica,mot_util_sociedad,mot_otros_p
32,Licenciatura en Sistemas de Información,2010,2013,,"0,00",0,"0,00","0,00",35,2016,0,Masculino,No tiene,V,V,Sin Dato,ESTABLECIMIENTO EL CARMEN,ESTABLECIMIENTO EL CARMEN,N,N,N,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",35 o más horas,Sin relación,Envasador de productos de snack,N,N,N,N,N,N,N,N
79,Análisis de Sistemas,2010,2013,,"0,00",0,"0,00","0,00",23,2016,0,Masculino,No tiene,V,V,Casa / Departamento alquilado,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,S,S,S,N,N,N,N
87,Análisis de Sistemas,2010,2013,,"0,00",0,"0,00","0,00",23,2016,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,N,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
28,Licenciatura en Sistemas de Información,2010,2013,,"0,00",0,"0,00","0,00",35,2016,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
44,Licenciatura en Sistemas de Información,2010,2013,,"0,00",0,"0,00","0,00",35,2016,0,Masculino,No tiene,V,V,Casa / Departamento propio,PRESIDENTE AVELLANEDA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,S,N,N,N,N
97,Licenciatura en Sistemas de Información,2010,2013,,"0,00",0,"0,00","0,00",35,2016,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,N,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
108,Licenciatura en Sistemas de Información,2010,2013,,"0,00",0,"0,00","0,00",35,2016,0,Masculino,No tiene,V,V,Casa / Departamento propio,PARANA,PARANA,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",35 o más horas,Parcial,Administrativo Contable,N,N,N,N,N,N,N,N
88,Análisis de Sistemas,2010,2013,,"0,00",0,"0,00","0,00",23,2016,0,Femenino,No tiene,V,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
94,Análisis de Sistemas,2010,2013,,"0,00",0,"0,00","0,00",23,2016,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
98,Análisis de Sistemas,2010,2013,,"0,00",0,"0,00","0,00",23,2016,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
101,Análisis de Sistemas,2010,2013,,"0,00",0,"0,00","0,00",23,2016,0,Masculino,No tiene,N,V,Sin Dato,PARANA,PARANA,N,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
41,Licenciatura en Sistemas de Información,2010,2013,,"0,00",0,"0,00","0,00",35,2016,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
57,Licenciatura en Sistemas de Información,2010,2013,,"0,00",0,"0,00","0,00",35,2016,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",Más de 20 y hasta 35 horas,Total,"COMPRAR MEDICAMENTOS, INSUMOS DE LIMPIEZA, CONSUMO, RACIONAMIENTO, Y TODO LO QUE NECESITE EL ESTABLECIMIENTO.",N,N,N,N,N,N,N,N
58,Licenciatura en Sistemas de Información,2010,2013,,"0,00",0,"0,00","0,00",35,2016,0,Femenino,No tiene,V,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
80,Licenciatura en Sistemas de Información,2010,2013,,"0,00",0,"0,00","0,00",35,2016,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
99,Licenciatura en Sistemas de Información,2010,2013,,"0,00",0,"0,00","0,00",35,2016,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PILAR,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",Hasta 10 horas,Sin relación,.,N,N,N,N,N,N,N,N
86,Licenciatura en Sistemas de Información,2010,2013,,"0,00",0,"0,00","0,00",35,2016,0,Masculino,No tiene,V,V,Sin Dato,PRESIDENTE AVELLANEDA,PRESIDENTE AVELLANEDA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
61,Licenciatura en Sistemas de Información,2010,2013,,"0,00",0,"0,00","0,00",35,2016,0,Masculino,No tiene,V,V,Sin Dato,CRESPO,Sin Dato,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
62,Licenciatura en Sistemas de Información,2010,2013,,"0,00",0,"0,00","0,00",35,2016,0,Masculino,No tiene,V,V,Sin Dato,ORO VERDE,Sin Dato,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
84,Análisis de Sistemas,2010,2013,,"0,00",0,"0,00","0,00",23,2016,0,Masculino,No tiene,V,V,Sin Dato,VALLE MARIA,VALLE MARIA,N,N,N,S,N,Cuenta propia / Independiente,"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Más de 20 y hasta 35 horas,Sin relación,Trabajo En Una Roticerìa,N,N,N,N,N,N,N,N
39,Licenciatura en Sistemas de Información,2010,2013,,"0,00",0,"0,00","0,00",35,2016,0,Masculino,No tiene,V,V,Casa / Departamento alquilado,PARANA,VILLAGUAY,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",35 o más horas,Parcial,Docente Stf,S,N,N,N,S,S,S,N
8,Licenciatura en Sistemas de Información,2010,2021,,"0,00",0,"2,00","0,00",35,2013,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,N,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
11,Licenciatura en Sistemas de Información,2010,2021,,"14,29",5,"4,90","6,80",35,2012,0,Femenino,No tiene,V,V,Sin Dato,PARANA,PARANA,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",Más de 20 y hasta 35 horas,Parcial,"Tareas de informática general, mantenimiento y reparación de PC y periféricos, consultoría, programación, webmistress",N,N,N,N,N,N,N,N
10,Licenciatura en Sistemas de Información,2010,2021,,"11,43",4,"6,80","7,75",35,2012,0,Masculino,No tiene,V,V,Sin Dato,PARANA,PARANA,S,N,N,S,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
12,Licenciatura en Sistemas de Información,2010,2021,,"8,57",3,"7,67","7,67",35,2011,0,Femenino,No tiene,N,N,Sin Dato,CRESPO,CRESPO,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Permanente (incluye fijo, estable, de planta)",35 o más horas,Sin relación,Responsable de Turno,N,N,N,N,N,N,N,N
16,Licenciatura en Sistemas de Información,2010,2021,,"2,86",1,"7,00","7,00",35,2010,0,Masculino,No tiene,V,V,Sin Dato,ORO VERDE,ORO VERDE,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Más de 20 y hasta 35 horas,Parcial,DEPOSITO,N,N,N,N,N,N,N,N
18,Licenciatura en Sistemas de Información,2010,2021,,"0,00",0,"0,00","0,00",35,2010,0,Masculino,No tiene,V,V,Sin Dato,ORO VERDE,DIAMANTE,N,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Hasta 10 horas,Total,DOCENTE,N,N,N,N,N,N,N,N
3,Análisis de Sistemas,2001,2021,,"3,85",1,"3,50","6,00",27,2007,0,Masculino,No tiene,N,V,Sin Dato,PARANA,PARANA,N,N,S,N,N,Pasante,"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Más de 20 y hasta 35 horas,Total,programador,N,N,N,N,N,N,N,N
1,Análisis de Sistemas,2001,2021,,"3,85",1,"4,10","8,50",27,2005,0,Masculino,No tiene,V,V,Casa / Departamento propio,COSTA RIO PARANA,COSTA RIO PARANA,N,N,N,N,N,Patrón (tiene empleados),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)",Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1680,Licenciatura en Sistemas de Información,2010,2022,,"42,86",15,"8,47","8,47",35,2024,0,Masculino,Sin Dato,V,V,Casa / Departamento alquilado,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1542,Licenciatura en Sistemas de Información,2010,2022,,"40,00",14,"8,50","8,50",35,2024,4,Masculino,Sin Dato,V,V,Casa / Departamento propio,AVENIDA EJERCITO PARANA,PARANA,N,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1668,Análisis de Sistemas,2010,2022,,"39,13",9,"5,50","7,67",23,2024,0,Masculino,Sin Dato,V,V,Sin Dato,ORO VERDE,CANALS,S,N,N,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Más de 10 y hasta 20 horas,Sin relación,PANADERO,N,N,N,N,N,N,N,N
1496,Análisis de Sistemas,2010,2022,,"39,13",9,"8,56","8,56",23,2024,0,Masculino,Sin Dato,V,V,Casa / Departamento propio,DIAMANTE,DIAMANTE,S,N,S,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1792,Análisis de Sistemas,2010,2022,,"34,78",8,"8,25","8,25",23,2024,0,Masculino,Sin Dato,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1527,Análisis de Sistemas,2010,2022,,"34,78",8,"6,15","7,63",23,2024,0,Femenino,Sin Dato,D,V,Casa / Departamento propio,PARANA,PARANA,N,N,S,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1423,Análisis de Sistemas,2010,2022,,"30,43",7,"9,00","8,57",23,2024,0,Masculino,Sin Dato,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1404,Análisis de Sistemas,2010,2021,,"30,43",7,"5,90","7,43",23,2024,0,Femenino,Sin Dato,V,N,Otros,PARANA,PARANA,N,S,S,S,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1799,Análisis de Sistemas,2010,2022,,"21,74",5,"7,29","8,40",23,2024,0,Masculino,Sin Dato,Sin Dato,Sin Dato,Casa / Departamento propio,DIAMANTE,DIAMANTE,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1797,Análisis de Sistemas,2010,2022,,"21,74",5,"6,00","7,40",23,2024,0,Femenino,Sin Dato,V,V,Casa / Departamento alquilado,PARANA,PARANA,S,N,S,S,N,Cuenta propia / Independiente,"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Más de 20 y hasta 35 horas,Sin relación,Sin Dato,N,N,N,N,N,N,N,N
1901,Análisis de Sistemas,2010,2023,,"21,74",5,"8,00","8,00",23,2024,0,Masculino,Sin Dato,V,V,Otros,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1426,Análisis de Sistemas,2010,2021,,"17,39",4,"3,85","7,75",23,2024,0,Masculino,Sin Dato,V,V,Casa / Departamento alquilado,PARANA,NOGOYA,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1956,Análisis de Sistemas,2010,2023,,"17,39",4,"4,33","7,50",23,2024,0,Masculino,Sin Dato,Sin Dato,Sin Dato,Casa / Departamento propio,Sin Dato,Sin Dato,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
"167,5",Análisis de Sistemas,2010,2022,,"17,39",4,"8,00","8,00",23,2024,0,Masculino,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1448,Licenciatura en Sistemas de Información,2010,2021,,"17,14",6,"5,42","7,5",35,2024,0,Masculino,Sin Dato,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1795,Licenciatura en Sistemas de Información,2010,2023,,"14,29",5,"5,00","7,60",35,2024,0,Masculino,Sin Dato,Sin Dato,Sin Dato,Sin Dato,PARANA,PARANA,N,N,N,N,N,Sin Dato,Desconoce,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1796,Licenciatura en Sistemas de Información,2010,2022,,"14,29",5,"6,00","7,40",35,2024,0,Masculino,Sin Dato,Sin Dato,Sin Dato,Sin Dato,PARANA,PARANA,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1622,Análisis de Sistemas,2010,2022,,"13,40",3,"3,85","7,33",23,2024,0,Masculino,Sin Dato,V,V,Casa / Departamento propio,PARANA,PARANA,N,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1960,Análisis de Sistemas,2010,2023,,"13,40",3,"8,00","8,00",23,2024,0,Masculino,Sin Dato,Sin Dato,Sin Dato,Casa / Departamento propio,PRESIDENTE AVELLANEDA,PRESIDENTE AVELLANEDA,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
1643,Análisis de Sistemas,2010,2022,,"13,40",3,"7,67","7,67",23,2024,0,Masculino,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
1958,Licenciatura en Sistemas de Información,2010,2023,,"11,43",4,"8,00","8,00",35,2024,0,Masculino,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
1957,Licenciatura en Sistemas de Información,2010,2023,,"11,43",4,"4,33","7,50",35,2024,0,Masculino,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
1946,Análisis de Sistemas,2010,2023,,"8,70",2,"8,50","8,50",23,2024,0,Masculino,Sin Dato,Sin Dato,Sin Dato,Sin Dato,PARANA,PARANA,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1948,Análisis de Sistemas,2010,2023,,"8,70",2,"8,00","8,00",23,2024,0,Masculino,Sin Dato,Sin Dato,Sin Dato,Casa / Departamento propio,PARANA,PRESIDENTE AVELLANEDA,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)",Desconoce,Más de 10 y hasta 20 horas,Sin relación,SE DESCONOCE,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
1655,Análisis de Sistemas,2010,2022,,"8,70",2,"3,60","7,50",23,2024,0,Masculino,Sin Dato,Sin Dato,Sin Dato,Casa / Departamento alquilado,ORO VERDE,SANTA ELENA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1648,Análisis de Sistemas,2010,2022,,"8,70",2,"4,25","8,00",23,2024,0,Masculino,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
1848,Licenciatura en Sistemas de Información,2010,2023,,"8,57",3,"5,20","8,00",35,2024,0,Masculino,Sin Dato,V,V,Casa / Departamento propio,LA PAZ,LA PAZ,N,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1646,Licenciatura en Sistemas de Información,2010,2022,,"5,71",2,"3,50","7,00",35,2024,0,Masculino,Sin Dato,Sin Dato,Sin Dato,Casa / Departamento propio,DIAMANTE,DIAMANTE,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1885,Análisis de Sistemas,2010,2023,,"4,35",1,"8,00","8,00",23,2024,0,Masculino,Sin Dato,V,V,Casa / Departamento alquilado,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1917,Análisis de Sistemas,2010,2023,,"4,35",1,"7,00","7,00",23,2024,0,Femenino,Sin Dato,Sin Dato,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,S,N,N,S,N,N,N,S
1871,Análisis de Sistemas,2010,2023,,"4,35",1,"4,33","6,00",23,2024,0,Masculino,Sin Dato,V,V,Otros,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1657,Licenciatura en Sistemas de Información,2010,2022,,"2,86",1,"3,00","6,00",35,2024,0,Masculino,Sin Dato,Sin Dato,Sin Dato,Sin Dato,PARANA,PARANA,N,N,N,N,N,Sin Dato,No trabajó y no buscó trabajo (no esta pensando en trabajar),Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1951,Licenciatura en Sistemas de Información,2010,2023,,"2,86",1,"7,00","7,00",35,2024,0,Masculino,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
1814,Análisis de Sistemas,2010,2023,,"0,00",0,"4,00","0,00",23,2024,0,Masculino,Sin Dato,V,V,Casa / Departamento propio,PARANA,PARANA,N,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1651,Análisis de Sistemas,2010,2022,,"0,00",0,"0,00","0,00",23,2024,0,Masculino,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato,Sin Dato
1553,Análisis de Sistemas,2010,2022,,"26,09",6,"6,86","7,33",23,2023,0,Masculino,Sin Dato,V,V,Casa / Departamento alquilado,DIAMANTE,DIAMANTE,S,S,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1405,Licenciatura en Sistemas de Información,2010,2021,,"20,00",7,"5,90","7,43",35,2023,0,Masculino,Sin Dato,V,V,Casa / Departamento propio,PARANACITO,PARANACITO,S,N,S,N,N,Obrero o empleado (asalariado),"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",35 o más horas,Sin relación,AYUDANTE DE ALBAÑILERIA,N,N,N,N,N,N,N,N
1554,Licenciatura en Sistemas de Información,2010,2022,,"17,14",6,"6,86","7,33",35,2023,0,Masculino,Sin Dato,V,V,Casa / Departamento propio,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1666,Licenciatura en Sistemas de Información,2010,2022,,"14,29",5,"9,20","9,20",35,2023,0,Masculino,Sin Dato,V,V,Casa / Departamento propio,SAN BENITO,SAN BENITO,S,S,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
1662,Análisis de Sistemas,2010,2022,,"13,40",3,"4,00","7,67",23,2023,0,Femenino,Sin Dato,V,V,Casa / Departamento propio,PUIGGARI,PUIGGARI,S,N,N,N,N,Cuenta propia / Independiente,"Trabajó al menos una hora (incluye a los que no trabajaron por licencia, vacaciones, enfermedad)","Temporaria (incluye changa, trabajo transitorio, por tarea u obra, suplencia, etc.)",Más de 10 y hasta 20 horas,Sin relación,Sin Dato,N,N,N,N,N,N,S,N
1679,Análisis de Sistemas,2010,2022,,"8,70",2,"4,71","6,50",23,2023,0,Femenino,Sin Dato,V,V,Sin Dato,PARANA,PARANA,S,N,N,N,N,Sin Dato,No trabajó y buscó trabajo en algún momento de los últimos 30 días,Sin Dato,Sin Dato,Sin Dato,Sin Dato,N,N,N,N,N,N,N,N
